league,market_id,volume_traded,lowest_stock,highest_stock,lowest_ratio,highest_ratio
Mirage,chaos|fracturing-shard,"{'chaos': 90, 'fracturing-shard': 15}","{'chaos': 1275, 'fracturing-shard': 0}","{'chaos': 1347, 'fracturing-shard': 0}","{'chaos': 6, 'fracturing-shard': 1}","{'chaos': 6, 'fracturing-shard': 1}"
Mirage,chaos|cartography-scarab-of-the-multitude,"{'chaos': 2329, 'cartography-scarab-of-the-multitude': 5400}","{'chaos': 1707, 'cartography-scarab-of-the-multitude': 5304}","{'chaos': 2834, 'cartography-scarab-of-the-multitude': 8825}","{'chaos': 1, 'cartography-scarab-of-the-multitude': 3}","{'chaos': 1, 'cartography-scarab-of-the-multitude': 2}"
Mirage,chaos|death,"{'chaos': 0, 'death': 0}","{'chaos': 0, 'death': 19}","{'chaos': 0, 'death': 23}","{'chaos': 0, 'death': 0}","{'chaos': 0, 'death': 0}"
Mirage,chaos|shrieking-essence-of-anguish,"{'chaos': 7, 'shrieking-essence-of-anguish': 35}","{'chaos': 153, 'shrieking-essence-of-anguish': 125}","{'chaos': 154, 'shrieking-essence-of-anguish': 125}","{'chaos': 1, 'shrieking-essence-of-anguish': 5}","{'chaos': 1, 'shrieking-essence-of-anguish': 5}"
Mirage,chaos|the-progeny-of-lunaris,"{'chaos': 0, 'the-progeny-of-lunaris': 0}","{'chaos': 2744, 'the-progeny-of-lunaris': 10}","{'chaos': 4544, 'the-progeny-of-lunaris': 22}","{'chaos': 0, 'the-progeny-of-lunaris': 0}","{'chaos': 0, 'the-progeny-of-lunaris': 0}"
Mirage,chaos|the-aspirant,"{'chaos': 2279, 'the-aspirant': 117}","{'chaos': 5264, 'the-aspirant': 22}","{'chaos': 5984, 'the-aspirant': 167}","{'chaos': 17, 'the-aspirant': 1}","{'chaos': 20, 'the-aspirant': 1}"
Mirage,chaos|screaming-essence-of-suffering,"{'chaos': 38, 'screaming-essence-of-suffering': 658}","{'chaos': 67, 'screaming-essence-of-suffering': 343}","{'chaos': 95, 'screaming-essence-of-suffering': 392}","{'chaos': 1, 'screaming-essence-of-suffering': 19}","{'chaos': 1, 'screaming-essence-of-suffering': 16}"
Mirage,chaos|domination-scarab-of-apparitions,"{'chaos': 1360, 'domination-scarab-of-apparitions': 3366}","{'chaos': 944, 'domination-scarab-of-apparitions': 2214}","{'chaos': 2944, 'domination-scarab-of-apparitions': 4441}","{'chaos': 1, 'domination-scarab-of-apparitions': 3}","{'chaos': 1, 'domination-scarab-of-apparitions': 2}"
Mirage,chaos|tattoo-of-the-tasalio-bladedancer,"{'chaos': 374, 'tattoo-of-the-tasalio-bladedancer': 200}","{'chaos': 0, 'tattoo-of-the-tasalio-bladedancer': 4975}","{'chaos': 0, 'tattoo-of-the-tasalio-bladedancer': 5182}","{'chaos': 1, 'tattoo-of-the-tasalio-bladedancer': 1}","{'chaos': 2, 'tattoo-of-the-tasalio-bladedancer': 1}"
Mirage,chaos|shrieking-essence-of-zeal,"{'chaos': 88, 'shrieking-essence-of-zeal': 175}","{'chaos': 111, 'shrieking-essence-of-zeal': 0}","{'chaos': 195, 'shrieking-essence-of-zeal': 1}","{'chaos': 1, 'shrieking-essence-of-zeal': 2}","{'chaos': 1, 'shrieking-essence-of-zeal': 1}"
Mirage,chaos|shapers-exalted-orb,"{'chaos': 12215, 'shapers-exalted-orb': 148}","{'chaos': 5342, 'shapers-exalted-orb': 457}","{'chaos': 7470, 'shapers-exalted-orb': 498}","{'chaos': 61, 'shapers-exalted-orb': 1}","{'chaos': 99, 'shapers-exalted-orb': 1}"
Mirage,chaos|abrasive-catalyst,"{'chaos': 361, 'abrasive-catalyst': 1733}","{'chaos': 2495, 'abrasive-catalyst': 5782}","{'chaos': 2715, 'abrasive-catalyst': 8240}","{'chaos': 1, 'abrasive-catalyst': 6}","{'chaos': 1, 'abrasive-catalyst': 2}"
Mirage,chaos|nooks-crown,"{'chaos': 2, 'nooks-crown': 2}","{'chaos': 0, 'nooks-crown': 14}","{'chaos': 2, 'nooks-crown': 18}","{'chaos': 1, 'nooks-crown': 1}","{'chaos': 1, 'nooks-crown': 1}"
Mirage,chaos|eldritch-exalted-orb,"{'chaos': 3261, 'eldritch-exalted-orb': 1039}","{'chaos': 63126, 'eldritch-exalted-orb': 1256}","{'chaos': 64766, 'eldritch-exalted-orb': 1589}","{'chaos': 2, 'eldritch-exalted-orb': 1}","{'chaos': 4, 'eldritch-exalted-orb': 1}"
Mirage,chaos|tattoo-of-the-valako-shaman,"{'chaos': 1720, 'tattoo-of-the-valako-shaman': 86}","{'chaos': 23881, 'tattoo-of-the-valako-shaman': 96}","{'chaos': 25881, 'tattoo-of-the-valako-shaman': 105}","{'chaos': 20, 'tattoo-of-the-valako-shaman': 1}","{'chaos': 20, 'tattoo-of-the-valako-shaman': 1}"
Mirage,chaos|sambodhis-wisdom,"{'chaos': 166, 'sambodhis-wisdom': 20}","{'chaos': 1859, 'sambodhis-wisdom': 27}","{'chaos': 1859, 'sambodhis-wisdom': 45}","{'chaos': 2, 'sambodhis-wisdom': 1}","{'chaos': 9, 'sambodhis-wisdom': 1}"
Mirage,chaos|divine-vessel,"{'chaos': 22, 'divine-vessel': 459}","{'chaos': 0, 'divine-vessel': 4307}","{'chaos': 0, 'divine-vessel': 4951}","{'chaos': 1, 'divine-vessel': 28}","{'chaos': 1, 'divine-vessel': 1}"
Mirage,chaos|runegraft-of-gemcraft,"{'chaos': 492, 'runegraft-of-gemcraft': 19}","{'chaos': 2452, 'runegraft-of-gemcraft': 214}","{'chaos': 2585, 'runegraft-of-gemcraft': 221}","{'chaos': 19, 'runegraft-of-gemcraft': 1}","{'chaos': 35, 'runegraft-of-gemcraft': 1}"
Mirage,chaos|the-sacrifice,"{'chaos': 0, 'the-sacrifice': 0}","{'chaos': 11, 'the-sacrifice': 1}","{'chaos': 11, 'the-sacrifice': 1}","{'chaos': 0, 'the-sacrifice': 0}","{'chaos': 0, 'the-sacrifice': 0}"
Mirage,chaos|brothers-gift,"{'chaos': 1555, 'brothers-gift': 1}","{'chaos': 19712, 'brothers-gift': 0}","{'chaos': 19712, 'brothers-gift': 0}","{'chaos': 1555, 'brothers-gift': 1}","{'chaos': 1555, 'brothers-gift': 1}"
Mirage,chaos|tattoo-of-the-tukohama-shaman,"{'chaos': 3815, 'tattoo-of-the-tukohama-shaman': 328}","{'chaos': 1645, 'tattoo-of-the-tukohama-shaman': 897}","{'chaos': 2112, 'tattoo-of-the-tukohama-shaman': 1054}","{'chaos': 7, 'tattoo-of-the-tukohama-shaman': 1}","{'chaos': 14, 'tattoo-of-the-tukohama-shaman': 1}"
Mirage,chaos|from-bone-to-ashes,"{'chaos': 0, 'from-bone-to-ashes': 0}","{'chaos': 0, 'from-bone-to-ashes': 1027}","{'chaos': 0, 'from-bone-to-ashes': 1029}","{'chaos': 0, 'from-bone-to-ashes': 0}","{'chaos': 0, 'from-bone-to-ashes': 0}"
Mirage,chaos|runegraft-of-blasphemy,"{'chaos': 2592, 'runegraft-of-blasphemy': 216}","{'chaos': 726, 'runegraft-of-blasphemy': 213}","{'chaos': 7926, 'runegraft-of-blasphemy': 244}","{'chaos': 12, 'runegraft-of-blasphemy': 1}","{'chaos': 12, 'runegraft-of-blasphemy': 1}"
Mirage,chaos|shrieking-essence-of-contempt,"{'chaos': 113, 'shrieking-essence-of-contempt': 113}","{'chaos': 1391, 'shrieking-essence-of-contempt': 0}","{'chaos': 1496, 'shrieking-essence-of-contempt': 12}","{'chaos': 1, 'shrieking-essence-of-contempt': 1}","{'chaos': 1, 'shrieking-essence-of-contempt': 1}"
Mirage,chaos|echo-of-loneliness,"{'chaos': 4975, 'echo-of-loneliness': 55}","{'chaos': 13113, 'echo-of-loneliness': 242}","{'chaos': 16537, 'echo-of-loneliness': 259}","{'chaos': 67, 'echo-of-loneliness': 1}","{'chaos': 115, 'echo-of-loneliness': 1}"
Mirage,chaos|anarchy-scarab-of-the-exceptional,"{'chaos': 774, 'anarchy-scarab-of-the-exceptional': 2023}","{'chaos': 223, 'anarchy-scarab-of-the-exceptional': 1667}","{'chaos': 469, 'anarchy-scarab-of-the-exceptional': 3092}","{'chaos': 2, 'anarchy-scarab-of-the-exceptional': 11}","{'chaos': 2, 'anarchy-scarab-of-the-exceptional': 5}"
Mirage,chaos|scrap-metal,"{'chaos': 670, 'scrap-metal': 671}","{'chaos': 0, 'scrap-metal': 3459}","{'chaos': 0, 'scrap-metal': 4459}","{'chaos': 360, 'scrap-metal': 361}","{'chaos': 1, 'scrap-metal': 1}"
Mirage,chaos|blighted-delirium-orb,"{'chaos': 4302, 'blighted-delirium-orb': 170}","{'chaos': 16357, 'blighted-delirium-orb': 118}","{'chaos': 19310, 'blighted-delirium-orb': 182}","{'chaos': 25, 'blighted-delirium-orb': 1}","{'chaos': 27, 'blighted-delirium-orb': 1}"
Mirage,chaos|boon-of-the-first-ones,"{'chaos': 0, 'boon-of-the-first-ones': 0}","{'chaos': 0, 'boon-of-the-first-ones': 13}","{'chaos': 0, 'boon-of-the-first-ones': 28}","{'chaos': 0, 'boon-of-the-first-ones': 0}","{'chaos': 0, 'boon-of-the-first-ones': 0}"
Mirage,chaos|chasing-risk,"{'chaos': 20, 'chasing-risk': 1}","{'chaos': 1003, 'chasing-risk': 32}","{'chaos': 1023, 'chasing-risk': 44}","{'chaos': 20, 'chasing-risk': 1}","{'chaos': 20, 'chasing-risk': 1}"
Mirage,chaos|dense-fossil,"{'chaos': 22841, 'dense-fossil': 1068}","{'chaos': 8105, 'dense-fossil': 3503}","{'chaos': 26274, 'dense-fossil': 4062}","{'chaos': 17, 'dense-fossil': 1}","{'chaos': 25, 'dense-fossil': 1}"
Mirage,chaos|reflecting-mist,"{'chaos': 0, 'reflecting-mist': 0}","{'chaos': 116140, 'reflecting-mist': 3}","{'chaos': 133245, 'reflecting-mist': 4}","{'chaos': 0, 'reflecting-mist': 0}","{'chaos': 0, 'reflecting-mist': 0}"
Mirage,chaos|beyond-scarab-of-the-invasion,"{'chaos': 2816, 'beyond-scarab-of-the-invasion': 2154}","{'chaos': 248, 'beyond-scarab-of-the-invasion': 818}","{'chaos': 443, 'beyond-scarab-of-the-invasion': 1750}","{'chaos': 1, 'beyond-scarab-of-the-invasion': 4}","{'chaos': 2, 'beyond-scarab-of-the-invasion': 1}"
Mirage,chaos|the-mavens-writ,"{'chaos': 2896, 'the-mavens-writ': 794}","{'chaos': 6607, 'the-mavens-writ': 818}","{'chaos': 8607, 'the-mavens-writ': 1178}","{'chaos': 2, 'the-mavens-writ': 1}","{'chaos': 7, 'the-mavens-writ': 1}"
Mirage,chaos|alluring-bounty,"{'chaos': 20, 'alluring-bounty': 19}","{'chaos': 355, 'alluring-bounty': 0}","{'chaos': 372, 'alluring-bounty': 5}","{'chaos': 1, 'alluring-bounty': 1}","{'chaos': 2, 'alluring-bounty': 1}"
Mirage,chaos|one-last-score,"{'chaos': 5478, 'one-last-score': 12}","{'chaos': 25166, 'one-last-score': 48}","{'chaos': 25469, 'one-last-score': 58}","{'chaos': 303, 'one-last-score': 1}","{'chaos': 499, 'one-last-score': 1}"
Mirage,chaos|screaming-essence-of-envy,"{'chaos': 134, 'screaming-essence-of-envy': 299}","{'chaos': 10854, 'screaming-essence-of-envy': 26187}","{'chaos': 10905, 'screaming-essence-of-envy': 26387}","{'chaos': 1, 'screaming-essence-of-envy': 3}","{'chaos': 1, 'screaming-essence-of-envy': 1}"
Mirage,chaos|regret,"{'chaos': 17618, 'regret': 23248}","{'chaos': 54994, 'regret': 100284}","{'chaos': 57059, 'regret': 107375}","{'chaos': 1, 'regret': 2}","{'chaos': 6, 'regret': 5}"
Mirage,chaos|the-chosen,"{'chaos': 390, 'the-chosen': 10}","{'chaos': 4660, 'the-chosen': 8}","{'chaos': 4880, 'the-chosen': 12}","{'chaos': 20, 'the-chosen': 1}","{'chaos': 75, 'the-chosen': 1}"
Mirage,chaos|tattoo-of-the-valako-stormrider,"{'chaos': 8726, 'tattoo-of-the-valako-stormrider': 450}","{'chaos': 53368, 'tattoo-of-the-valako-stormrider': 373}","{'chaos': 56114, 'tattoo-of-the-valako-stormrider': 417}","{'chaos': 18, 'tattoo-of-the-valako-stormrider': 1}","{'chaos': 25, 'tattoo-of-the-valako-stormrider': 1}"
Mirage,chaos|opalescent-oil,"{'chaos': 16032, 'opalescent-oil': 300}","{'chaos': 28005, 'opalescent-oil': 1094}","{'chaos': 36165, 'opalescent-oil': 1206}","{'chaos': 48, 'opalescent-oil': 1}","{'chaos': 59, 'opalescent-oil': 1}"
Mirage,chaos|orb-of-intention,"{'chaos': 15, 'orb-of-intention': 56}","{'chaos': 69, 'orb-of-intention': 982}","{'chaos': 75, 'orb-of-intention': 1011}","{'chaos': 1, 'orb-of-intention': 4}","{'chaos': 2, 'orb-of-intention': 7}"
Mirage,chaos|runegraft-of-the-river,"{'chaos': 901, 'runegraft-of-the-river': 70}","{'chaos': 8330, 'runegraft-of-the-river': 58}","{'chaos': 9200, 'runegraft-of-the-river': 59}","{'chaos': 12, 'runegraft-of-the-river': 1}","{'chaos': 16, 'runegraft-of-the-river': 1}"
Mirage,chaos|omen-of-fortune,"{'chaos': 0, 'omen-of-fortune': 0}","{'chaos': 53002, 'omen-of-fortune': 2}","{'chaos': 60306, 'omen-of-fortune': 4}","{'chaos': 0, 'omen-of-fortune': 0}","{'chaos': 0, 'omen-of-fortune': 0}"
Mirage,chaos|potent-chaotic-resonator,"{'chaos': 516, 'potent-chaotic-resonator': 1045}","{'chaos': 1353, 'potent-chaotic-resonator': 11348}","{'chaos': 1465, 'potent-chaotic-resonator': 11677}","{'chaos': 1, 'potent-chaotic-resonator': 4}","{'chaos': 1, 'potent-chaotic-resonator': 1}"
Mirage,chaos|the-void,"{'chaos': 5107, 'the-void': 370}","{'chaos': 32089, 'the-void': 60}","{'chaos': 39625, 'the-void': 189}","{'chaos': 12, 'the-void': 1}","{'chaos': 16, 'the-void': 1}"
Mirage,chaos|temperance,"{'chaos': 6187, 'temperance': 17}","{'chaos': 16957, 'temperance': 155}","{'chaos': 20224, 'temperance': 164}","{'chaos': 363, 'temperance': 1}","{'chaos': 365, 'temperance': 1}"
Mirage,chaos|gift-of-asenath,"{'chaos': 1543, 'gift-of-asenath': 182}","{'chaos': 0, 'gift-of-asenath': 2594}","{'chaos': 0, 'gift-of-asenath': 2763}","{'chaos': 8, 'gift-of-asenath': 1}","{'chaos': 9, 'gift-of-asenath': 1}"
Mirage,chaos|the-leviathan,"{'chaos': 541, 'the-leviathan': 8}","{'chaos': 7006, 'the-leviathan': 34}","{'chaos': 7111, 'the-leviathan': 64}","{'chaos': 26, 'the-leviathan': 1}","{'chaos': 109, 'the-leviathan': 1}"
Mirage,chaos|hivebrain-gland,"{'chaos': 1851, 'hivebrain-gland': 781}","{'chaos': 1872, 'hivebrain-gland': 2568}","{'chaos': 2690, 'hivebrain-gland': 2909}","{'chaos': 1, 'hivebrain-gland': 1}","{'chaos': 4, 'hivebrain-gland': 1}"
Mirage,chaos|noon,"{'chaos': 1107, 'noon': 3216}","{'chaos': 537, 'noon': 11642}","{'chaos': 752, 'noon': 18772}","{'chaos': 1, 'noon': 8}","{'chaos': 1, 'noon': 1}"
Mirage,chaos|omen-of-refreshment,"{'chaos': 60, 'omen-of-refreshment': 6}","{'chaos': 0, 'omen-of-refreshment': 53}","{'chaos': 0, 'omen-of-refreshment': 59}","{'chaos': 10, 'omen-of-refreshment': 1}","{'chaos': 10, 'omen-of-refreshment': 1}"
Mirage,chaos|runegraft-of-the-jeweller,"{'chaos': 561, 'runegraft-of-the-jeweller': 51}","{'chaos': 353, 'runegraft-of-the-jeweller': 80}","{'chaos': 892, 'runegraft-of-the-jeweller': 80}","{'chaos': 11, 'runegraft-of-the-jeweller': 1}","{'chaos': 11, 'runegraft-of-the-jeweller': 1}"
Mirage,chaos|ritual-splinter,"{'chaos': 24, 'ritual-splinter': 240}","{'chaos': 498, 'ritual-splinter': 563}","{'chaos': 522, 'ritual-splinter': 706}","{'chaos': 1, 'ritual-splinter': 10}","{'chaos': 1, 'ritual-splinter': 10}"
Mirage,chaos|aetheric-fossil,"{'chaos': 3150, 'aetheric-fossil': 210}","{'chaos': 9374, 'aetheric-fossil': 1143}","{'chaos': 10947, 'aetheric-fossil': 1215}","{'chaos': 13, 'aetheric-fossil': 1}","{'chaos': 19, 'aetheric-fossil': 1}"
Mirage,chaos|wailing-essence-of-loathing,"{'chaos': 0, 'wailing-essence-of-loathing': 0}","{'chaos': 0, 'wailing-essence-of-loathing': 236}","{'chaos': 0, 'wailing-essence-of-loathing': 237}","{'chaos': 0, 'wailing-essence-of-loathing': 0}","{'chaos': 0, 'wailing-essence-of-loathing': 0}"
Mirage,chaos|the-enforcer,"{'chaos': 53, 'the-enforcer': 3}","{'chaos': 0, 'the-enforcer': 17}","{'chaos': 0, 'the-enforcer': 17}","{'chaos': 13, 'the-enforcer': 1}","{'chaos': 20, 'the-enforcer': 1}"
Mirage,chaos|tattoo-of-the-rongokurai-warrior,"{'chaos': 517, 'tattoo-of-the-rongokurai-warrior': 98}","{'chaos': 6468, 'tattoo-of-the-rongokurai-warrior': 401}","{'chaos': 6601, 'tattoo-of-the-rongokurai-warrior': 418}","{'chaos': 1, 'tattoo-of-the-rongokurai-warrior': 1}","{'chaos': 14, 'tattoo-of-the-rongokurai-warrior': 1}"
Mirage,chaos|imbued-catalyst,"{'chaos': 265, 'imbued-catalyst': 1216}","{'chaos': 910, 'imbued-catalyst': 12736}","{'chaos': 1067, 'imbued-catalyst': 14994}","{'chaos': 1, 'imbued-catalyst': 5}","{'chaos': 1, 'imbued-catalyst': 4}"
Mirage,chaos|the-rite-of-elements,"{'chaos': 0, 'the-rite-of-elements': 0}","{'chaos': 0, 'the-rite-of-elements': 2365}","{'chaos': 0, 'the-rite-of-elements': 2372}","{'chaos': 0, 'the-rite-of-elements': 0}","{'chaos': 0, 'the-rite-of-elements': 0}"
Mirage,chaos|omen-of-return,"{'chaos': 89, 'omen-of-return': 49}","{'chaos': 161, 'omen-of-return': 123}","{'chaos': 181, 'omen-of-return': 150}","{'chaos': 1, 'omen-of-return': 1}","{'chaos': 7, 'omen-of-return': 2}"
Mirage,chaos|weeping-essence-of-rage,"{'chaos': 0, 'weeping-essence-of-rage': 0}","{'chaos': 138, 'weeping-essence-of-rage': 421}","{'chaos': 148, 'weeping-essence-of-rage': 510}","{'chaos': 0, 'weeping-essence-of-rage': 0}","{'chaos': 0, 'weeping-essence-of-rage': 0}"
Mirage,chaos|the-offspring,"{'chaos': 0, 'the-offspring': 0}","{'chaos': 0, 'the-offspring': 54}","{'chaos': 0, 'the-offspring': 108}","{'chaos': 0, 'the-offspring': 0}","{'chaos': 0, 'the-offspring': 0}"
Mirage,chaos|tattoo-of-the-tawhoa-shaman,"{'chaos': 221, 'tattoo-of-the-tawhoa-shaman': 93}","{'chaos': 289, 'tattoo-of-the-tawhoa-shaman': 1658}","{'chaos': 353, 'tattoo-of-the-tawhoa-shaman': 1923}","{'chaos': 1, 'tattoo-of-the-tawhoa-shaman': 1}","{'chaos': 6, 'tattoo-of-the-tawhoa-shaman': 1}"
Mirage,chaos|allflame-ember-of-the-wildwood,"{'chaos': 0, 'allflame-ember-of-the-wildwood': 0}","{'chaos': 0, 'allflame-ember-of-the-wildwood': 228}","{'chaos': 0, 'allflame-ember-of-the-wildwood': 248}","{'chaos': 0, 'allflame-ember-of-the-wildwood': 0}","{'chaos': 0, 'allflame-ember-of-the-wildwood': 0}"
Mirage,chaos|tattoo-of-the-ramako-archer,"{'chaos': 6084, 'tattoo-of-the-ramako-archer': 242}","{'chaos': 41898, 'tattoo-of-the-ramako-archer': 567}","{'chaos': 44047, 'tattoo-of-the-ramako-archer': 603}","{'chaos': 19, 'tattoo-of-the-ramako-archer': 1}","{'chaos': 37, 'tattoo-of-the-ramako-archer': 1}"
Mirage,chaos|tattoo-of-the-valako-shieldbearer,"{'chaos': 43696, 'tattoo-of-the-valako-shieldbearer': 84}","{'chaos': 42920, 'tattoo-of-the-valako-shieldbearer': 200}","{'chaos': 55627, 'tattoo-of-the-valako-shieldbearer': 283}","{'chaos': 487, 'tattoo-of-the-valako-shieldbearer': 1}","{'chaos': 565, 'tattoo-of-the-valako-shieldbearer': 1}"
Mirage,chaos|the-mad-king,"{'chaos': 4667, 'the-mad-king': 30}","{'chaos': 14675, 'the-mad-king': 179}","{'chaos': 28985, 'the-mad-king': 205}","{'chaos': 127, 'the-mad-king': 1}","{'chaos': 169, 'the-mad-king': 1}"
Mirage,chaos|tattoo-of-the-tawhoa-scout,"{'chaos': 5, 'tattoo-of-the-tawhoa-scout': 24}","{'chaos': 970, 'tattoo-of-the-tawhoa-scout': 376}","{'chaos': 1069, 'tattoo-of-the-tawhoa-scout': 384}","{'chaos': 1, 'tattoo-of-the-tawhoa-scout': 6}","{'chaos': 1, 'tattoo-of-the-tawhoa-scout': 3}"
Mirage,chaos|deafening-essence-of-torment,"{'chaos': 12077, 'deafening-essence-of-torment': 2493}","{'chaos': 13633, 'deafening-essence-of-torment': 522}","{'chaos': 17693, 'deafening-essence-of-torment': 1258}","{'chaos': 4, 'deafening-essence-of-torment': 1}","{'chaos': 7, 'deafening-essence-of-torment': 1}"
Mirage,chaos|the-cacophony,"{'chaos': 0, 'the-cacophony': 0}","{'chaos': 65, 'the-cacophony': 533}","{'chaos': 65, 'the-cacophony': 533}","{'chaos': 0, 'the-cacophony': 0}","{'chaos': 0, 'the-cacophony': 0}"
Mirage,chaos|veiled-exalted-orb,"{'chaos': 0, 'veiled-exalted-orb': 0}","{'chaos': 94524, 'veiled-exalted-orb': 11}","{'chaos': 102684, 'veiled-exalted-orb': 13}","{'chaos': 0, 'veiled-exalted-orb': 0}","{'chaos': 0, 'veiled-exalted-orb': 0}"
Mirage,chaos|the-lover,"{'chaos': 0, 'the-lover': 0}","{'chaos': 0, 'the-lover': 78675}","{'chaos': 0, 'the-lover': 78675}","{'chaos': 0, 'the-lover': 0}","{'chaos': 0, 'the-lover': 0}"
Mirage,chaos|essence-scarab,"{'chaos': 3053, 'essence-scarab': 6017}","{'chaos': 1141, 'essence-scarab': 15315}","{'chaos': 3554, 'essence-scarab': 19505}","{'chaos': 1, 'essence-scarab': 2}","{'chaos': 1, 'essence-scarab': 1}"
Mirage,chaos|pristine-fossil,"{'chaos': 9846, 'pristine-fossil': 796}","{'chaos': 3431, 'pristine-fossil': 1524}","{'chaos': 5610, 'pristine-fossil': 1804}","{'chaos': 5, 'pristine-fossil': 1}","{'chaos': 17, 'pristine-fossil': 1}"
Mirage,chaos|shrieking-essence-of-spite,"{'chaos': 1363, 'shrieking-essence-of-spite': 537}","{'chaos': 156, 'shrieking-essence-of-spite': 860}","{'chaos': 716, 'shrieking-essence-of-spite': 1102}","{'chaos': 1, 'shrieking-essence-of-spite': 1}","{'chaos': 4, 'shrieking-essence-of-spite': 1}"
Mirage,chaos|the-vast,"{'chaos': 20, 'the-vast': 1}","{'chaos': 5200, 'the-vast': 3}","{'chaos': 5220, 'the-vast': 3}","{'chaos': 20, 'the-vast': 1}","{'chaos': 20, 'the-vast': 1}"
Mirage,chaos|apocalypse,"{'chaos': 1294, 'apocalypse': 25}","{'chaos': 301, 'apocalypse': 75}","{'chaos': 487, 'apocalypse': 97}","{'chaos': 45, 'apocalypse': 1}","{'chaos': 60, 'apocalypse': 1}"
Mirage,chaos|fragment-of-eradication,"{'chaos': 3199, 'fragment-of-eradication': 201}","{'chaos': 95, 'fragment-of-eradication': 370}","{'chaos': 254, 'fragment-of-eradication': 499}","{'chaos': 1, 'fragment-of-eradication': 1}","{'chaos': 18, 'fragment-of-eradication': 1}"
Mirage,chaos|al-hezmins-crest,"{'chaos': 3713, 'al-hezmins-crest': 367}","{'chaos': 1848, 'al-hezmins-crest': 2955}","{'chaos': 2118, 'al-hezmins-crest': 3154}","{'chaos': 5, 'al-hezmins-crest': 1}","{'chaos': 12, 'al-hezmins-crest': 1}"
Mirage,chaos|the-forgotten-treasure,"{'chaos': 135, 'the-forgotten-treasure': 5}","{'chaos': 384, 'the-forgotten-treasure': 37}","{'chaos': 429, 'the-forgotten-treasure': 41}","{'chaos': 10, 'the-forgotten-treasure': 1}","{'chaos': 40, 'the-forgotten-treasure': 1}"
Mirage,chaos|tattoo-of-the-ramako-fleetfoot,"{'chaos': 11242, 'tattoo-of-the-ramako-fleetfoot': 65}","{'chaos': 5562, 'tattoo-of-the-ramako-fleetfoot': 239}","{'chaos': 9145, 'tattoo-of-the-ramako-fleetfoot': 261}","{'chaos': 115, 'tattoo-of-the-ramako-fleetfoot': 1}","{'chaos': 225, 'tattoo-of-the-ramako-fleetfoot': 1}"
Mirage,chaos|tattoo-of-the-valako-scout,"{'chaos': 11302, 'tattoo-of-the-valako-scout': 607}","{'chaos': 52051, 'tattoo-of-the-valako-scout': 506}","{'chaos': 56047, 'tattoo-of-the-valako-scout': 644}","{'chaos': 18, 'tattoo-of-the-valako-scout': 1}","{'chaos': 96, 'tattoo-of-the-valako-scout': 5}"
Mirage,chaos|vinias-token,"{'chaos': 197, 'vinias-token': 891}","{'chaos': 450, 'vinias-token': 2943}","{'chaos': 650, 'vinias-token': 3216}","{'chaos': 1, 'vinias-token': 6}","{'chaos': 1, 'vinias-token': 3}"
Mirage,chaos|runegraft-of-time,"{'chaos': 765, 'runegraft-of-time': 62}","{'chaos': 3523, 'runegraft-of-time': 57}","{'chaos': 4147, 'runegraft-of-time': 67}","{'chaos': 12, 'runegraft-of-time': 1}","{'chaos': 15, 'runegraft-of-time': 1}"
Mirage,chaos|essence-of-delirium,"{'chaos': 16044, 'essence-of-delirium': 496}","{'chaos': 12127, 'essence-of-delirium': 621}","{'chaos': 16581, 'essence-of-delirium': 889}","{'chaos': 30, 'essence-of-delirium': 1}","{'chaos': 35, 'essence-of-delirium': 1}"
